repository_id,pull_request_number,merged_at,intent_similarity,intent_impact_divergence,module_count,changed_file_count,module_entropy,module_concentration,top_module_weight,package_count,cross_package_spread,total_additions,total_deletions,total_changes,modified_file_count,added_file_count,removed_file_count,renamed_file_count,rework_90d,rework_pr_count_90d,reworked_module_count_90d,days_to_first_rework
1,708,2013-05-14T10:36:29+00:00,0.46419739023918655,0.5358026097608135,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,13,1,4.199676
1,731,2013-05-18T15:18:05+00:00,0.318748538185369,0.681251461814631,10,10,0.9929006821458325,0.1370751322784567,3.0794415416798357,6,5,8,20,28,10,0,0,0,1,2,3,0.00412
1,732,2013-05-18T15:24:01+00:00,0.21770760650421217,0.7822923934957878,12,12,0.9891025209629989,0.128822439120735,4.044522437723423,1,0,32,32,64,12,0,0,0,1,18,11,0.000521
1,734,2013-05-18T15:24:46+00:00,0.1481687958415051,0.8518312041584949,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,11,1,3.955509
1,733,2013-05-18T15:33:23+00:00,0.16341851384563796,0.836581486154362,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,2,1,3.949525
1,735,2013-05-18T16:56:31+00:00,0.23927908491951314,0.7607209150804869,13,13,0.9924613090463307,0.10780810731849949,3.6390573296152584,2,1,42,19,61,12,1,0,0,1,12,9,3.891794
1,736,2013-05-22T14:20:42+00:00,0.21582911435384738,0.7841708856461527,24,24,0.9836528914051681,0.09047530737011884,5.709530201312334,3,2,136,91,227,24,0,0,0,1,16,20,0.035475
1,737,2013-05-22T15:11:47+00:00,0.08956039876565856,0.9104396012343414,9,9,0.9814809569300934,0.17102818808973377,5.718498871295094,1,0,125,126,251,9,0,0,0,1,7,6,3.109479
1,739,2013-05-22T19:16:25+00:00,0.2744240165412499,0.7255759834587501,1,1,0.0,1.0,2.791759469228055,1,0,4,1,5,1,0,0,0,0,0,0,
1,740,2013-05-23T12:20:57+00:00,0.6260100370465806,0.37398996295341935,1,1,0.0,1.0,3.1972245773362196,1,0,8,0,8,1,0,0,0,1,1,1,27.076157
1,742,2013-05-25T17:35:08+00:00,0.5864344867388623,0.41356551326113766,8,8,0.9599418541497767,0.24413270482651359,5.04305126783455,3,2,42,40,82,8,0,0,0,1,10,2,0.000718
1,741,2013-05-25T17:36:10+00:00,0.07681456218277571,0.9231854378172243,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,9,1,0.036192
1,743,2013-05-25T17:49:26+00:00,0.5335028021479692,0.4664971978520308,1,1,0.0,1.0,2.791759469228055,1,0,3,2,5,1,0,0,0,1,2,1,1.036134
1,744,2013-05-25T18:28:17+00:00,0.15944385735419714,0.8405561426458028,7,7,0.9970767256048799,0.1814783106415815,2.791759469228055,1,0,8,9,17,7,0,0,0,1,8,2,0.068356
1,745,2013-05-25T19:01:49+00:00,0.2541148174421409,0.7458851825578592,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,1,3,1,0.985868
1,746,2013-05-25T20:06:43+00:00,0.05559530536896433,0.9444046946310357,5,5,0.9874802666559944,0.2761804688261454,3.3978952727983707,1,0,10,10,20,5,0,0,0,1,7,1,4.751088
1,747,2013-05-26T18:41:28+00:00,0.057149113340157764,0.9428508866598422,6,6,0.9895690957472473,0.22282624447953783,3.3978952727983707,1,0,13,13,26,6,0,0,0,1,3,2,18.583449
1,751,2013-05-30T14:08:17+00:00,0.12657174143359448,0.8734282585664055,2,2,0.9970299652390645,0.5320722475311029,2.386294361119891,1,0,3,2,5,2,0,0,0,1,6,1,13.158854
1,764,2013-06-12T17:57:02+00:00,-0.0036216162074390315,1.003621616207439,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,5,1,1.614306
1,766,2013-06-14T08:41:38+00:00,0.4857597262008189,0.5142402737991811,2,2,0.9074782942037906,0.6771271167757938,4.401197381662156,1,0,30,1,31,2,0,0,0,1,4,2,45.488322
1,730,2013-06-19T14:10:37+00:00,0.28888404112334526,0.7111159588766547,6,6,0.947892913729702,0.3182869595956753,5.394449154672439,2,1,56,43,99,5,1,0,0,0,0,0,
1,811,2013-07-29T20:24:49+00:00,0.45855613998459327,0.5414438600154068,1,1,0.0,1.0,2.791759469228055,1,0,0,5,5,1,0,0,0,1,4,1,1.763843
1,816,2013-07-31T14:44:45+00:00,0.06387318685976129,0.9361268131402387,2,2,0.988367628993225,0.5634084039996236,3.0794415416798357,1,0,10,0,10,2,0,0,0,1,4,1,4.72515
1,819,2013-08-04T20:59:22+00:00,0.20437541980295634,0.7956245801970436,1,1,0.0,1.0,4.555348061489413,1,0,32,2,34,1,0,0,0,0,0,0,
1,820,2013-08-05T08:08:58+00:00,0.19222324721036296,0.807776752789637,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,3,1,15.559757
1,840,2013-08-20T21:35:01+00:00,0.006983523299616914,0.9930164767003831,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,2,1,56.815741
1,843,2013-09-03T17:58:04+00:00,0.11962389565085152,0.8803761043491485,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,0,0,0,
1,891,2013-10-16T17:09:41+00:00,0.49939746557268594,0.5006025344273141,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,1,1,1,12.684803
1,895,2013-10-29T09:35:48+00:00,0.034568046612518076,0.9654319533874819,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,961,2014-01-27T17:39:04+00:00,0.06875448143525245,0.9312455185647476,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,946,2014-02-08T17:30:55+00:00,0.061710835656160284,0.9382891643438397,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,0,0,0,
1,938,2014-02-08T17:32:01+00:00,0.37795377935908764,0.6220462206409123,3,3,0.9865013716511413,0.3836308991048562,4.433987204485146,2,1,47,12,59,3,0,0,0,1,6,2,12.040486
1,936,2014-02-08T17:46:32+00:00,0.3570765297243795,0.6429234702756206,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,2,1,41.135694
1,827,2014-02-12T22:54:44+00:00,0.25995734930577674,0.7400426506942233,3,3,0.9799563042431773,0.39609180726841986,4.332204510175204,1,0,50,0,50,2,1,0,0,1,2,2,7.816377
1,775,2014-02-20T18:30:19+00:00,0.5442141605219956,0.45578583947800444,3,3,0.9876172999531939,0.37597048764224894,3.4849066497880004,1,0,23,1,24,3,0,0,0,1,7,2,20.996227
1,997,2014-03-13T18:24:53+00:00,0.14612302797976445,0.8538769720202355,1,1,0.0,1.0,3.1972245773362196,1,0,5,3,8,1,0,0,0,1,5,1,8.096146
1,960,2014-03-13T19:24:19+00:00,0.20988434755513394,0.790115652444866,2,2,0.9936178430764109,0.5469959943007107,4.555348061489413,1,0,49,0,49,2,0,0,0,0,0,0,
1,877,2014-03-13T19:35:29+00:00,0.3468661334151883,0.6531338665848117,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,1,1,8.064641
1,1000,2014-03-21T20:21:18+00:00,0.011138111677632977,0.988861888322367,5,5,0.9855533661857117,0.2627306606045268,3.5649493574615367,1,0,14,14,28,5,0,0,0,1,4,4,0.01765
1,862,2014-03-21T20:39:13+00:00,0.4534102900044135,0.5465897099955865,2,2,0.9914913036031162,0.5542502311940515,2.6094379124341005,1,0,4,2,6,2,0,0,0,0,0,0,
1,919,2014-03-21T20:39:23+00:00,0.6107934901272366,0.3892065098727634,1,1,0.0,1.0,3.3978952727983707,1,0,9,1,10,1,0,0,0,1,1,1,0.009468
1,876,2014-03-21T20:43:20+00:00,0.5021103571725497,0.4978896428274503,4,4,0.9972014400114071,0.27095490411440304,3.302585092994046,3,2,28,0,28,4,0,0,0,1,4,1,0.013681
1,838,2014-03-21T20:46:43+00:00,0.19114878415114347,0.8088512158488566,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,1,1,76.761053
1,851,2014-03-21T20:53:01+00:00,0.6076086426047087,0.3923913573952913,1,1,0.0,1.0,3.5649493574615367,1,0,11,1,12,1,0,0,0,0,0,0,
1,885,2014-03-21T21:01:56+00:00,0.4333155500006688,0.5666844499993312,1,1,0.0,1.0,3.70805020110221,1,0,7,7,14,1,0,0,0,1,1,1,35.132581
1,707,2014-03-21T21:03:02+00:00,0.11086336224639981,0.8891366377536002,1,1,0.0,1.0,2.791759469228055,1,0,5,0,5,1,0,0,0,1,3,1,24.083125
1,864,2014-03-21T21:05:24+00:00,0.29250959070848187,0.7074904092915182,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,859,2014-03-21T21:08:34+00:00,0.21673412347101143,0.7832658765289886,2,2,0.9877749109523092,0.5649993223391416,4.526360524616162,1,0,44,0,44,2,0,0,0,0,0,0,
1,1014,2014-04-06T17:11:17+00:00,0.3564169147688751,0.6435830852311248,1,1,0.0,1.0,2.791759469228055,1,0,3,2,5,1,0,0,0,0,0,0,
1,1022,2014-04-14T23:02:44+00:00,-0.02697687390171956,1.0269768739017195,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,2,1,22.869005
1,1019,2014-04-14T23:02:52+00:00,0.0686369783462617,0.9313630216537383,2,2,1.0,0.5,2.09861228866811,1,0,2,2,4,2,0,0,0,0,0,0,
1,1032,2014-04-26T00:12:51+00:00,0.06746125731404243,0.9325387426859576,3,3,0.9999999999999998,0.3333333333333333,2.09861228866811,2,1,3,3,6,3,0,0,0,1,1,1,52.785498
1,1030,2014-04-26T00:14:37+00:00,0.23360250679799882,0.7663974932020012,1,1,0.0,1.0,3.70805020110221,1,0,7,7,14,1,0,0,0,0,0,0,
1,1039,2014-04-28T17:59:51+00:00,0.2686402512606384,0.7313597487393616,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,1,1,9.072674
1,1040,2014-05-07T19:44:30+00:00,0.06881457562699472,0.9311854243730053,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,839,2014-05-07T19:54:06+00:00,0.3651648093621169,0.6348351906378831,3,3,0.9721758274597263,0.45226884889277597,4.737669618283368,2,1,49,3,52,3,0,0,0,1,1,1,8.764583
1,1052,2014-05-12T16:22:57+00:00,0.32446063596112057,0.6755393640388794,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,1058,2014-05-16T14:15:06+00:00,0.5977522321192467,0.40224776788075334,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,1079,2014-06-06T15:02:38+00:00,0.41680161022741397,0.5831983897725861,1,1,0.0,1.0,4.931825632724326,1,0,26,24,50,1,0,0,0,1,1,1,83.109028
1,1086,2014-06-17T19:03:58+00:00,0.31732575801036117,0.6826742419896388,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,0,0,0,
1,1100,2014-07-27T11:23:32+00:00,0.25311964007909693,0.7468803599209031,1,1,0.0,1.0,2.386294361119891,1,0,3,0,3,1,0,0,0,0,0,0,
1,1144,2014-08-12T18:46:56+00:00,0.16362392381208563,0.8363760761879144,1,1,0.0,1.0,2.791759469228055,1,0,4,1,5,1,0,0,0,1,3,1,15.807627
1,1156,2014-08-26T10:29:58+00:00,0.5171602079133393,0.4828397920866607,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,3,1,62.292766
1,1158,2014-08-28T14:09:55+00:00,0.08284100532665419,0.9171589946733458,1,1,0.0,1.0,2.386294361119891,1,0,2,1,3,1,0,0,0,1,2,1,60.140023
1,1161,2014-08-28T15:02:27+00:00,0.3200296322689526,0.6799703677310474,2,2,0.9854596393145971,0.570868557123573,2.791759469228055,2,1,4,3,7,2,0,0,0,0,0,0,
1,1162,2014-08-28T17:39:38+00:00,0.008545227500551027,0.991454772499449,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,3,1,59.994387
1,1165,2014-09-12T19:54:59+00:00,0.6286452898673692,0.37135471013263077,84,84,0.9511533720468579,0.02736844434447942,8.31920245876785,13,12,4492,4701,9193,5,18,39,22,0,0,0,
1,619,2014-10-07T17:01:17+00:00,0.6402675021883782,0.35973249781162175,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,1,1,87.832894
1,1208,2014-10-18T14:20:51+00:00,0.3625607294449079,0.6374392705550921,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,1,3,1,1.147627
1,1206,2014-10-19T17:53:26+00:00,0.2018005874182813,0.7981994125817187,2,2,0.9395980493364122,0.643665935200444,4.713572066704308,2,1,43,1,44,2,0,0,0,1,2,1,16.620856
1,1213,2014-10-25T10:54:59+00:00,0.5451093641856315,0.4548906358143685,2,2,0.999810452500541,0.508104892373908,3.302585092994046,2,1,15,2,17,2,0,0,0,1,2,1,10.911447
1,1225,2014-10-27T17:31:33+00:00,0.21117689518004062,0.7888231048199594,19,19,0.9957557347369608,0.07396485121502994,3.1972245773362196,5,4,26,28,54,19,0,0,0,1,5,8,6.093924
1,1222,2014-11-02T19:46:48+00:00,0.37299917227237117,0.6270008277276289,4,4,0.9893632779509236,0.31881119722931756,4.433987204485146,4,3,39,15,54,4,0,0,0,1,4,1,2.54213
1,1237,2014-11-04T12:10:16+00:00,0.13001311078067743,0.8699868892193225,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,1,1,60.034988
1,1240,2014-11-05T08:47:28+00:00,0.4358077980792607,0.5641922019207393,61,61,0.9906527821387255,0.02905849486419704,5.672828834461906,4,3,396,396,792,61,0,0,0,1,6,9,1.183553
1,1242,2014-11-06T13:11:47+00:00,-0.013142203662395113,1.0131422036623952,1,1,0.0,1.0,2.6094379124341005,1,0,2,2,4,1,0,0,0,1,1,1,57.992269
1,1262,2014-12-07T22:53:07+00:00,0.27155971622447805,0.728440283775522,3,3,0.9952904315665072,0.3818176532902936,3.6390573296152584,3,2,17,8,25,3,0,0,0,1,2,1,26.588565
1,1290,2014-12-26T19:14:01+00:00,0.13906376572985102,0.860936234270149,2,2,0.951090697195433,0.6294536159763962,3.5649493574615367,2,1,13,1,14,2,0,0,0,1,4,1,7.740718
1,1303,2015-01-03T13:00:39+00:00,0.06346997329191714,0.9365300267080828,48,48,0.9999999999999999,0.020833333333333332,2.09861228866811,6,5,48,48,96,48,0,0,0,1,7,6,20.038113
1,1326,2015-01-23T13:55:32+00:00,0.3648434453294244,0.6351565546705755,3,3,0.9479051902582979,0.4657667167331125,4.044522437723423,3,2,24,3,27,3,0,0,0,0,0,0,
1,1332,2015-01-29T06:09:58+00:00,0.020271093488117693,0.9797289065118823,1,1,0.0,1.0,2.09861228866811,1,0,1,1,2,1,0,0,0,1,4,1,7.625799
